review_id,product_id,product_name,reviewer_company_size,source_platform,review_date,overall_rating,topic_id,probability,text_field,text
12193343,MSFT-D365-001,Microsoft Dynamics 365,,g2,2026-01-09T06:05:00.763-06:00,5.0,-1,0.0516,use_case,"It helps me and my team work together on the same files online, avoiding duplicates. Our data is always online, so it's never lost. All these apps help me be more productive without worrying about file version control. Empowers Collaborative"
12048373,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-12-04T22:05:00.581-06:00,5.0,11,1.0,use_case,"As a user of the financial features and resources of Microsoft Dynamics 365, I can say that my business has improved the management and accounting of all its income, facilitating the supervision of each of our financial transactions. Manage your business finances automatically and professionally with"
11756730,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-10-08T20:45:24.184-05:00,5.0,11,0.1447,use_case,"- Fragmented Systems: Many businesses struggle with disconnected tools for finance, sales, inventory, and customer service. Business Central unifies these into one platform. - Manual Processes: Tasks like approvals, reconciliations, and reporting are often manual and error-prone. Business Central automates these workflows. - Limited Visibility: Without real-time data, decision-making is slow and reactive. Business Central offers dashboards and analytics for instant insights Balanced & Professional - “A Solid ERP Solution for Growing"
8322029,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-05-02T19:16:16.980-05:00,4.0,7,0.2141,use_case,Managing inventory with help of dynamic 365. Getting data from inward to outward all.
3146642,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-05-06T05:16:10.997-05:00,5.0,0,0.7227,use_case,need inexpensive thorough accounting software - this product is still a work-in-process - need better documentation - need better training options besides hiring partners all the time - they are still learning it as well
12003641,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-12-03T10:37:50.176-06:00,5.0,11,0.3129,use_case,"Microsoft Dynamics 365 Business Central has helped us eliminate a lot of disconnected systems and manual processes that used to slow us down. Previously, the sales, inventory, and finance departments used different tools, which resulted in errors, duplication of effort, and delays. We all work from the same precise data because everything is now centralized and updated in real time. Additionally, it has resolved our reporting issues. Rather than extracting data from various spreadsheets, I am able to swiftly produce comprehensible reports and genuinely believe the outcomes. Additionally, inventory management has improved; forecasting, orders, and stock levels are much simpler to manage, which lowers overspending and stock-outs. Seamless Business Integration and Effortless"
12194267,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2026-01-11T18:06:52.283-06:00,5.0,-1,0.1326,use_case,"This software automates bank feeds, making the process of bank reconciliation much smoother, easier, and faster to complete. The audit trails help minimize errors and ensure that transactions are treated consistently. It also lessens the need to manually create reports in Excel, as you can export reports directly into Excel (if configured) for further analysis. User-Friendly Interface and Effortless"
11985691,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-11-20T14:05:00.921-06:00,4.0,11,0.1591,use_case,"Business Central is solving the problem of managing multiple business functions separately, which can lead to inefficiencies, errors, and lack of visibility. By consolidating financials, inventory, sales, and operations into one system, it gives me a single source of truth for accurate, real-time data. This helps streamline processes, reduce manual work, and make better-informed decisions quickly. For me, it means less time spent tracking down information, fewer mistakes, and a clearer view of the business overall. Streamlined Business Management with Seamless Microsoft"
12300849,MSFT-D365-001,Microsoft Dynamics 365,,g2,2026-02-04T23:17:12.893-06:00,4.0,11,0.0946,use_case,"I use Microsoft Dynamics 365 Business Central for purchase management, it is easy to use and learn, and it allows generating various reports for quick data management. Facilita la Gestión de Compras con Altas"
11620706,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-31T23:05:00.448-05:00,5.0,11,0.488,use_case,"The fulfillment of the obligations and financial processes of my company is completed with the use of digital resources of Microsoft Dynamics 365, with its capable functions we manage to visualize the performance of our investments, schedule our payments and record our sales. Contribute to the management of your business assets using the functions of Microsoft"
11620455,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-31T19:05:00.377-05:00,5.0,11,0.4789,use_case,"There are numerous benefits and problems that Microsoft Dynamics 365 work resources have solved for me and the financial team of my business, from improving our accounting processes to the detailed recording of our payments, this program makes all my work much more professional and accurate. My favorite financial control platform, Microsoft"
11588796,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-09-03T04:48:33.735-05:00,5.0,11,1.0,use_case,"I can argue that since I use the services and digital resources of Microsoft Dynamics 365 I have managed to achieve the best results and administrative objectives for the financial interests of my company, improving the supervision of our banking activities and all processes related to our commercial sales. Monitor and record your financial obligations and transactions with Microsoft"
11957424,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-11-18T22:43:00.827-06:00,4.0,11,0.4033,use_case,"Microsoft Dynamics 365 Business Central provides us with an excellent overview of all the processes within our company. We have clear insight into the products we have in stock as well as our sales orders. Thanks to the various alerts, it is easy to prevent issues in the process. Comprehensive ERP with Seamless Microsoft"
10360615,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-05-02T19:16:16.489-05:00,2.5,0,0.3906,use_case,It's really good with freight and matching purchase orders. It solves and help match many difficult freight items. My experience with
7304337,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-02-06T20:32:21.077-06:00,4.5,11,0.104,use_case,"Is easy to implement and it is in constant evolution. Great compatibility with all Microsoft and O365 tools. Easy to export and import data, and there are a lot Addons in Appsource marketplace"
11605168,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-27T19:05:00.676-05:00,5.0,-1,0.0598,use_case,"I like how the financial systems have adapted to my company's finances, we've achieved better financial results and much more efficient record keeping by automating accounting processes and establishing a more competent and profitable financial structure. Control your finances, record your payments and optimize your financial processes with"
11561455,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-17T13:05:00.450-05:00,5.0,11,0.3762,use_case,"The use of this financial system is essential in my job because it has given me the best results in my field of work, it allows me to take advantage of my basic knowledge of finance and contribute to my company's daily operations through the efficient recording of all its sales. Upgrade the quality of your financial practices with the digital features of Microsoft"
11547262,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-14T23:05:00.770-05:00,5.0,11,1.0,use_case,"The financial management and control of our taxes, sales and corporate assets is much more efficient and professional with the use of Microsoft Dynamics 365 digital tools, it allows us to reduce the time spent on administrative tasks and improve the accounting of all our income. Implement new financial management methods with Microsoft"
11462903,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-08T00:04:51.413-05:00,2.5,11,0.1389,use_case,"Disjointed Systems Before Business Central, we used separate tools for accounting, inventory, and sales—which led to manual work, delays, and data inconsistencies. Business Central brings everything into one platform, eliminating duplication and improving accuracy. Limited Real-Time Insights We had difficulty accessing up-to-date financial and operational data quickly. Business Central’s real-time dashboards and integration with Power BI now give us immediate visibility into KPIs, helping leadership make faster, more informed decisions. Manual Processes Month-end close, approvals, and recurring transactions used to involve a lot of manual effort. Business Central automates many of these tasks, saving time and reducing the risk of human error. Older Software - Good for"
12597425,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-04-08T15:37:18.580-05:00,4.0,11,0.3625,use_case,Multi dimensional setup was a need of the hour since the company bifurcated into various offices departments and jurisdictions. 365 helped in seamless bifurcation of this Easy Journal Uploads and Flexible
9446538,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-04-26T20:43:12.722-05:00,3.5,11,0.2583,use_case,Its allowed us to move some clunky processes out of our core ERP and massively reduce our license costs on that platform. The 365 model is far easier to manage and scale with the business Really helps use replace some legacy platforms quickly.
12541083,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2026-03-26T23:54:31.336-05:00,5.0,11,1.0,use_case,"Microsoft Dynamics 365 Business Central solves manual tasks like data entry, invoicing, and inventory management, inventory tracking, Real-time dashboards and financial reporting. Highly Customizable, Powerful ERP for"
11622265,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-09-01T09:05:00.760-05:00,4.5,11,0.1287,use_case,At this stage MS Dynamics mostly focused on accounting and business reporting. We have a perspective to optimise and automate it for the level of full scale ERP which predicts business outcomes
12098938,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-12-16T13:17:37.240-06:00,4.5,-1,0.3229,use_case,Our old ERP made accounting reconciliations overly tedious and difficult. It was also much more expensive and slow to develop customizations. Empowers Fast
12141542,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-12-24T20:05:01.110-06:00,4.5,-1,0.0281,use_case,"The system allows for a fast setup process, enabling users to begin working with it after only a brief training period. Minimal instruction is needed to get started. Seamless Microsoft Integration with"
9422319,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-14T22:38:34.716-05:00,4.5,11,0.7548,use_case,"Microsoft Dynamics 365 Business Central saves a lot of time we usually spend on internal communication and project reporting, as we can access, manage, and track our tasks within one shared platform. The service enhances our operation workflow and allows team members to interact seamlessly across various departments, like sales, project management, and finance. The built-in reporting features with the Microsoft Power BI app integration allow us to gauge and analyze the resources and effort spent on a specific project or within a time frame and provide us with the feedback needed for better operation management and performance improvement. The platform improves our teams communication and collaboration on clints management and e-document cycle. Reliable"
11570972,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-19T17:05:01.083-05:00,5.0,11,0.7364,use_case,"Since I registered as an active user of the financial functions of Microsoft Dynamics 365, I have been able to solve the administrative problems of my organization, visualize the performance of our income and achieve successful accounting of our banking and commercial operations. Microsoft"
11610324,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-28T21:05:00.724-05:00,5.0,11,1.0,use_case,"Our finances and asset management are much more effective and accessible with the use of all the functions of Microsoft Dynamics 365, it has allowed us to unify our financial processes and automate various management processes. Bring your financial processes together in a centralized, accessible system like"
11452282,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-29T21:05:00.454-05:00,5.0,11,0.3262,use_case,"The organization and accounting of my organization's sales and commercial operations are carried out efficiently thanks to the use of Microsoft Dynamics 365 features, it is a great program that allows you to achieve greater financial control of all your business operations. Microsoft"
11544641,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-08-14T15:05:08.263-05:00,5.0,11,1.0,use_case,"Microsoft Dynamics 365 has given me the capabilities I need to manage all of my organization's financial resources, it allows me to account for our expenses, record our sales and improve our tax returns, it is a great business ally."
11562331,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-17T23:05:00.567-05:00,5.0,11,0.4654,use_case,"The financial management and recording that I do with my team is much simpler and more professional with the use of Microsoft Dynamics 365's digital resources, increasing our productivity and reducing accounting errors. Microsoft"
11580237,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-08-21T17:05:00.559-05:00,5.0,11,1.0,use_case,"I have managed to optimize my company's finances and financial activities with the financial management elements that are part of Microsoft Dynamics 365, now our accounting records and tax returns are much more efficient and professional. Operate with total efficiency in your financial activities with Microsoft"
11578020,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-09-03T02:32:07.053-05:00,3.5,11,0.2511,use_case,"Power BI solves the problem of time-consuming reporting. Previously, we had to extract data manually from multiple systems, prepare spreadsheets, and spend hours consolidating financial and sales reports. With Power BI, all our data from Microsoft Dynamics 365 Business Central and other sources connects in one place, and dashboards update automatically. Reliable"
12195622,MSFT-D365-001,Microsoft Dynamics 365,,g2,2026-01-13T19:43:25.231-06:00,4.5,11,0.2132,use_case,"I use Microsoft Dynamics 365 Business Central for office expenses and accounting, managing day-to-day transactions and bulk imports effectively. Customization and Global Reach Excel with"
11456966,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-30T17:05:05.621-05:00,5.0,11,0.6744,use_case,"The registration and financial control the operations of my organization is successfully performed thanks to the use of Microsoft Dynamics 365 functions, it allowed us to achieve our administrative objectives and complete our accounting processes effectively and efficiently. Organize your business finances with innovative Microsoft"
11944023,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-11-17T07:43:23.919-06:00,4.0,-1,0.1082,use_case,"Helping with accounting, month end and financial reporting and variance analysis. User-Friendly and Efficient for"
9467226,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-14T03:55:32.914-05:00,4.5,11,0.7598,use_case,"Microsoft Dynamics 365 Business Central helps tackle the everyday chaos that can come with managing finance, inventory, and customer operations across a growing organization. It centralizes data from different departments, which means less jumping between systems and fewer errors from manual entry. For us, it’s solved headaches around tracking financials, managing stock, and keeping customer orders flowing smoothly—giving us real-time insights and a clearer picture of how the business is performing. The benefit? Less firefighting, more forward-planning. It’s streamlined the way we work, so we can focus on outcomes instead of troubleshooting. Harnessing Business Efficiency with Microsoft Dynamics 365"
7344168,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-13T08:28:45.528-05:00,5.0,-1,0.1221,use_case,"What type of report can we get from it? And it's totally secure; no one can change existing data without authorization. All the departments can work remotely on it without any interruption. """
11508659,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-08-13T01:10:51.667-05:00,5.0,28,0.163,use_case,"It’s pretty fluid and helps streamline some everyday processes. This helped cut back on using time ineffectively, and helped us become more efficient."
12020431,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-12-10T01:53:33.166-06:00,4.0,14,1.0,use_case,Gaining efficent control by replacing chaos Improving efficiency by automation Scaling with confidence Seamless Integration and Familiarity Within
11794781,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-10-14T23:55:23.147-05:00,4.5,11,0.277,use_case,"Business Central solves data silos by unifying finance, sales, inventory, and operations in one system. It automates manual tasks, offers real-time insights through Power BI, and integrates smoothly with Microsoft 365 tools. This improves accuracy, speeds decision-making, and boosts productivity—helping manage growth efficiently while keeping all business functions connected and visible. Dynamics 365 Business Central Perfect for SME or"
10886785,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-02-27T12:11:52.825-06:00,5.0,11,0.0377,use_case,"Business Central has tied in 3 Shopify stores, an EDI platform, a previous business history, and over 60 employees to conduct a multi-million dollar business. In addition, our highly regulated market requires us to be able to customize our system exactly as we require it. Preventing unregulated sales, embedding procedures that feel native to the application, and providing opportunities to employees within Finance, HR, Sales, Customer Support, Warehouse, and Software Design. Excellent ERP for Mid+ Size"
11449979,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-11T21:43:15.140-05:00,5.0,11,0.5439,use_case,"Microsoft Dynamics 365 Business Central helps in solving problems like manual accounting, inventory mismanagement, and lack of real-time business insights. It integrates various departments like finance, sales, and supply chain into one system, reducing duplication and errors. The biggest benefit is improved productivity, faster decision-making, and better financial control. ""Simplifying Business Operations with Dynamics 365"
11461961,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-08-13T01:05:01.015-05:00,3.5,36,0.079,use_case,Amalgamating our finance and supply chain - allows us to connect our bills and payments from various places to one.
11982470,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-11-19T22:05:00.545-06:00,4.0,-1,0.0846,use_case,"high volume low value and high cost-centre coding for procurement was the driver. There was a need to manage GL, Project/child and up to 7 Dimensions for every maintenance PO raised. Effortless Multi-Entity Management with Robust API"
11461834,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-07-31T13:05:00.954-05:00,4.5,-1,0.0431,use_case,Allows me to handle all business functions using one program / app instead of multiple systems but don't always align.
11345419,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-06-30T04:22:47.491-05:00,5.0,7,0.0546,use_case,"I work with Products, Orders, Shipping, Inventory and integration with Payment systems and other well rounded integration with Ecom platforms that helps to solve the easy of working with operations and managing the resources well. All in one"
10677700,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-01-28T09:13:26.029-06:00,5.0,11,0.7895,use_case,"One of the most common problems with Microsoft Dynamics 365 Business Central is the initial learning curve. Although the platform is powerful and comprehensive, it can be challenging at first to understand all its functionalities and how they integrate with each other, especially if you have no prior experience with ERP systems. Additionally, **customizations** can take time and resources to adapt them to the specific needs of your business. How does that benefit me? Despite the learning curve, the long-term benefit is enormous. Once you master the system, you have complete control over your business operations, from financial management to the supply chain. The integration between all the modules allows you to have a complete and updated view of what is happening, which improves decision-making. And although customizations can be costly and time-consuming, the flexibility to adapt it to the business needs is a great advantage. Cómo Microsoft Dynamics 365 Business Central Hizo Mi Trabajo"
11719407,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-09-23T13:05:01.121-05:00,3.5,-1,0.0746,use_case,Mainly Operations and Finance Decent
9630581,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-06-12T21:55:11.161-05:00,5.0,-1,0.1416,use_case,"As an analyst, it gives complete and correct details for making informative decisions. It is benefiting me to make correct and predictive actions without compromising on any business activities."
10762077,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-01-23T20:05:01.265-06:00,5.0,11,0.0984,use_case,"D365 is very simple and easy to use and it helps in keeping track of my all Business Accounts, orders, quotes, opportunities, appointments, and helps in maintaining a consistent follow-up and touch base with all my customers."
11569634,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-08-31T23:30:06.788-05:00,5.0,-1,0.0561,use_case,Its Advanced Analytics tool provide robust reporting Experience. Single Integrated plateform for managing both CRM and
11315312,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-04T13:39:17.381-05:00,5.0,-1,0.3137,use_case,"It helps streamline financial operations, manage accounts, automate invoicing and track transactions efficiently. It reduces manual effort, minimizes errors and ensure better compliance and reporting Efficient ERP Solution for Streamlined"
10930706,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-08-05T00:59:26.946-05:00,4.5,57,0.0843,use_case,Creating file and saves a lot of time referring to laptop Very good
497607,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-11-29T05:03:37.035-06:00,5.0,51,0.7237,use_case,"Most accounting systems have a core that depends on external apps or extremely complicated (and costly) setup / implementation (aka big SAP, Oracle, even Dynamics AX). NAV is 100% configurable as it comes with all the business logic exposed and can be manipulated to perform any function. Even non-standard functionality like POS / Retail is fully and seamlessly integrated within the central app."
11426284,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-07-23T19:05:00.846-05:00,4.5,-1,0.1146,use_case,We use this as our accounting and inventory software
10710897,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-01-06T21:05:02.260-06:00,5.0,28,1.0,use_case,"It has allowed us to improve our performance as a work team, we can use this tool in different areas of our company and in absolutely all of them it has been super effective, it is easy and comfortable to use. Our company is now 100 times more efficient thanks to"
11331317,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-01T01:05:42.840-05:00,5.0,-1,0.0601,use_case,It reduces manual data entry and made our team work more efficiently. Saves a lot of time!
10758013,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-01-23T11:48:04.946-06:00,5.0,11,0.2804,use_case,"Our clients evaluate our service with satisfaction, since we manage our customer service with Microsoft Dynamics and increase productivity by attending a greater number of clients than we could attend before. The best combination of CMR and ERP on a single platform: Microsoft Dynamics 365"
11442028,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-07-29T03:13:29.621-05:00,4.0,-1,0.0662,use_case,"As an HR & Payroll, it streamlines HR and payroll processes, automating tasks, reducing errors, and improving compliance, which directly benefits HR/payroll personnel by freeing up time for strategic work and enhancing employee experience."
10611223,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-12-05T21:05:02.969-06:00,5.0,11,0.7427,use_case,"Microsoft Dynamics 365 digital solutions are best in class, my company is much more efficient and professional with the management of its finances thanks to the use of its functions, I improve all our financial record systems. Run your financial records with the modern features of Microsoft"
11293747,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-06-16T00:57:21.477-05:00,4.5,11,0.5543,use_case,"The integration with Microsoft 365 tools (like Excel and Outlook) has also improved collaboration and productivity, making it easier for teams to work with data in tools they’re already familiar with. Can be easily integrated with"
11361642,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-07-10T01:35:50.162-05:00,5.0,11,0.4283,use_case,"Microsoft Dynamics 365 Business Central solves problems related to inefficient business processes, lack of data visibility, and limited collaboration by streamlining operations, providing real-time insights, and integrating with other Microsoft tools"
10408199,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2024-10-28T04:13:24.599-05:00,5.0,11,0.4422,use_case,"In my company we have solved all the problems to account for our sales with the financial functions and tools of Microsoft Dynamics 365, we think it is currently the best system we can use for the management of all our finances. Microsoft"
10589666,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-12-01T21:05:00.658-06:00,5.0,11,0.8443,use_case,"The financial management of my organization is much more accurate and efficient with the use of Microsoft Dynamics 365 functions, this software has allowed us to be much more effective in fulfilling all our financial purposes. Manage your financials and business sales with the modern features of Microsoft"
10949264,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-03-17T22:16:55.214-05:00,3.5,11,0.3233,use_case,Microsoft Dynamics has made a significant difference in my financial needs as it enhances the business performance reporting. They are not as easy to use to their full potential which may have limitations to teams with limited to no IT department.
10594463,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-12-02T21:05:01.291-06:00,5.0,11,0.5284,use_case,"The financial control functions of Microsoft Dynamics 365 have allowed my team to maximize their technical capabilities and increase their productivity within their field of work, helping us in the management of all our finances. Record your payments and manage your assets with Microsoft"
10799714,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-02-06T02:38:59.228-06:00,5.0,-1,0.0209,use_case,The spectatualr ability to allow me to customize my workflows help me a lot by effectively meeting my business requirements.
10949261,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-03-17T22:15:14.365-05:00,4.0,11,0.5609,use_case,By using Microsoft Dynamics 365 Business Central decision-making has been enhanced based on the current financial health and operational status. It helps me find ways of reducing costs and also invest in areas that will yield the most benefit.
10717652,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-01-09T04:38:36.434-06:00,5.0,11,0.2826,use_case,"We have managed to increase the effectiveness of our company, with the variety of functions offered by Microsoft Dynamics, many areas of our company work everyday and the result has been wonderful. Working with the Microsoft"
10934615,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-06-18T12:18:09.491-05:00,4.0,11,0.0952,use_case,"Financial Management, Sales, Operations and Customer relationship management. 365 Microsoft"
10599518,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-12-03T23:40:05.754-06:00,5.0,11,0.4517,use_case,"My company's financial department uses Microsoft Dynamics 365 features and solutions to automate the recording of our payments and account for all our sales, improving accuracy and efficiency in the management of all our business assets. Organize your finances and record your payments with Microsoft"
10741105,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-01-19T21:57:12.771-06:00,5.0,11,0.3909,use_case,"Our company has increased productivity, profitability is excellent and our business processes are automated. The key to the expansion and growth of your company is Microsoft Dynamics 365"
11010608,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-04-02T15:51:21.064-05:00,5.0,-1,0.2022,use_case,"It enables us as an organization to keep track of enrollment numbers of students and submit well detailed reports to education authorities in zambia such as Higher education authority (HEA), Zambia Qualifications Authority (ZAQA) Business Central Dynamics Helps out organization"
10582191,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-11-29T08:48:02.175-06:00,5.0,11,0.4274,use_case,"Microsoft Dynamics 365 is the software that has given us more benefits and results in the management of all our financial operations, thanks to its effective functions we have become a much more attractive and productive company for all our suppliers. Microsoft"
10807748,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-02-06T23:57:13.358-06:00,4.0,0,0.3645,use_case,"It is allowing me to easy track my sales opportunities, leads and accounts."
10815769,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-06-12T02:59:08.836-05:00,5.0,12,0.0843,use_case,Generating reports that have classified data and can be used for a client of large scale to automate repetitive task.
10941250,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-03-15T09:05:00.656-05:00,5.0,12,0.0645,use_case,"Previously, we relied on separate tool that didn't integrated well making report difficult we experience few mistakes save time and benefit from automated workflow A MULTIPUROPSE"
10941292,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-03-13T23:37:28.031-05:00,5.0,-1,0.0826,use_case,It takes time to understand and implement which can be improve by the description and various instructions. The Ever Developing
10380378,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-10-16T22:05:02.189-05:00,5.0,11,0.3717,use_case,"The features of Microsoft Dynamics 365 have allowed us to handle our fiduciary burden with the best professionalism and expertise, we can meet all our financial obligations on time and take better advantage of our business profits. I like Microsoft"
10380528,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-02-13T05:25:45.283-06:00,4.0,11,1.0,use_case,"Operational Efficiency: Dynamics 365 Business Central streamlines various business processes into one comprehensive system, thereby enhancing the workflow efficiency. My experience leading cost optimization initiatives at TUI Travel aligns with this benefit, as I continuously seek ways to refine operational practices to drive substantial cost savings and productivity gains. Data Centralization and Reporting: The platform provides a unified view of business data, aiding in better reporting and strategic decision-making. Having conducted advanced data set analyses and managed key performance metrics at TUI Travel, the benefit of Business Central's centralized data ecosystem has been indispensable for informed decision-making and identifying streams for revenue maximization. CRM Integration: Dynamics 365 Business Central integrates CRM capabilities within its framework, allowing for improved customer engagement and sales efficiency—a direct correlation to the enhanced customer interaction I achieved with the 15% increase in engagement through the Salesforce CRM implementation."
10375744,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2024-10-16T10:39:50.934-05:00,5.0,11,1.0,use_case,"Thanks to the financial functions of Microsoft Dynamics 365 my company has been able to manage its finances in a better way, reduce its commercial debt and reach new and improved financial agreements. The best financial management system, Microsoft"
10724805,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2025-01-13T02:28:52.134-06:00,3.5,11,1.0,use_case,"Production Scheduling and Inventory Management are things that could cause massive outages if not dealt with correctly. But MD 365 BC allow for smoother supply chain coordiantion and automates compliance tracking. My experience with Microsoft 365 : The Good, the"
10457928,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2024-11-07T02:46:49.816-06:00,5.0,11,0.7968,use_case,"The financial functions of Microsoft Dynamics 365 have allowed my business to record with the greatest of ease all our financial activities, sales, payments and business relationships, automating the accounting of all our financial processes. I prefer Microsoft"
10429030,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2024-10-30T10:05:03.812-05:00,5.0,11,1.0,use_case,"My company changed completely since the acquisition of this platform, our finances were more accurate and we were able to create a long term and very professional financial plan. Monitor your revenue development with Microsoft"
11335252,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2025-06-26T23:48:40.267-05:00,5.0,0,0.3776,use_case,We are going to be using it to tie all of our information together. We have different programs that do not interact with each other when linked. Our QuickBooks does not communicate well with other programs. Valuable
11074349,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2025-04-23T05:26:21.725-05:00,2.5,-1,0.0426,use_case,We need to keep a good track on when we perform contract obligations so we can ensure the revenue recognition of items is correct.
10388543,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2024-10-22T02:46:17.507-05:00,5.0,11,0.439,use_case,"Microsoft Dynamics 365 features have allowed my organization to manage our sales in the best way, strengthen financial relationships with our suppliers and customers and improve the recording of all our revenues. Monitor the flow of your financial assets with the fantastic features of Microsoft"
10398510,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2024-10-24T00:12:31.972-05:00,5.0,11,0.6775,use_case,"The control and supervision of my company's finances has improved since we have been using the functions of this financial system, we have full confidence in its capabilities because we have obtained the best results in the management of our financial activities. Microsoft"
10307185,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2024-10-01T14:06:17.246-05:00,5.0,11,0.5454,use_case,"Microsoft Dynamics 365 has boosted the efficiency with which my company's finance team operates, improves control of our financial assets and helps us successfully manage our financial commitments. Reliable and efficient financial services with Microsoft"
