product_name,topic_id,doc_count,label,top_keywords
Acumatica,9,372,initial setup | initial | setup,"initial setup, initial, setup, implementation, wasn, team, orders, issues, help, data"
QuickBooks Desktop Pro,40,13,accounts | account | chart,"accounts, account, chart, sub, chart accounts, multiple, company, accounts payable, payable, linking"
QuickBooks Desktop Pro,28,12,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
QuickBooks Desktop Pro,50,12,printing | print | checks,"printing, print, checks, check, printed, memo, minimize, batch, order, information"
QuickBooks Desktop Pro,52,12,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
QuickBooks Desktop Pro,24,11,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
QuickBooks Desktop Pro,26,10,help | documentation | questions,"help, documentation, questions, section, helpful, answers, answer, articles, specific"
QuickBooks Desktop Pro,29,10,journal | journal entries | ledger,"journal, journal entries, ledger, entries, journal entry, general ledger, general, entry, journals, posted"
QuickBooks Desktop Pro,41,9,consolidation | entity | entities,"consolidation, entity, entities, companies, multiple entities, multiple, group, company, consolidate, subsidiary"
QuickBooks Desktop Pro,49,9,audit | trail | audit trail,"audit, trail, audit trail, changed, control, changes, deleted, logs"
QuickBooks Desktop Pro,47,6,import | csv | imports,"import, csv, imports, importing, file, data, error, upload, export, importing data"
QuickBooks Desktop Pro,46,5,inquiries | generic | data,"inquiries, generic, data, tables, inquiry, queries, pull data, pull, pulling, table"
QuickBooks Desktop Pro,34,4,modules | add ons | ons,"modules, add ons, ons, module, additional, cost, bundle, additional modules, certain modules, expensive"
QuickBooks Desktop Pro,5,2,implementation | support | team,"implementation, support, team, training, challenging, fields, searches, setup, data, feel"
QuickBooks Desktop Pro,6,2,accounting | bank | businesses,"accounting, bank, businesses, support, advanced, accounts, small, users"
QuickBooks Desktop Pro,31,2,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
QuickBooks Desktop Pro,37,2,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
QuickBooks Desktop Pro,45,2,check | aging | ap ar,"check, aging, ap ar, vendor, bills, ar ap, module, printing"
QuickBooks Desktop Pro,48,2,country | english | terminology,"country, english, terminology, language, countries, consultants, versions, speak"
QuickBooks Desktop Pro,12,1,complex | integration | implementation,"complex, integration, implementation, systems, complexity, cost, premise, users, business, compared"
QuickBooks Desktop Pro,33,1,crm | integration | email,"crm, integration, email, marketing, mail, templates, outlook, employees, leads, emails"
QuickBooks Desktop Pro,43,1,manufacturing | construction | limitations,"manufacturing, construction, limitations, module, functionality, industries, scheduling, industry, development, specific"
QuickBooks Desktop Pro,53,1,pos | aging | fifo,"pos, aging, fifo, costing, inbuilt, link, retail, doesnt"
QuickBooks Desktop Pro,55,1,api | calls | apis,"api, calls, apis, documentation, access, limited, little bit, development, database, track"
QuickBooks Desktop Pro,56,1,say | opinion | dont,"say, opinion, dont, criticism, impressed, accross, reversal, pricy, noticeable, havent"
QuickBooks Desktop Pro,58,1,migration | migrating | conversion,"migration, migrating, conversion, transferring, com, premise, transfer, people, team, exit"
QuickBooks Enterprise,0,263,version | accounting | enterprise,"version, accounting, enterprise, support, customer, quick, payroll, years, business"
QuickBooks Enterprise,1,61,reports | reporting | report,"reports, reporting, report, excel, custom, custom reports, data, financial, create, export"
QuickBooks Enterprise,4,58,accounting | payroll | financial,"accounting, payroll, financial, accountant, expenses, expense, accountants, budget, functions, management"
QuickBooks Enterprise,2,55,say | issues | dont,"say, issues, dont, disliked, isn, major, encountered"
QuickBooks Enterprise,3,51,cost | business | expensive,"cost, business, expensive, price, small, pricing, high, businesses, companies, users"
QuickBooks Enterprise,10,48,interface | navigate | friendly,"interface, navigate, friendly, user friendly, user interface, navigation, intuitive, outdated, layout"
QuickBooks Enterprise,11,47,slow | load | loading,"slow, load, loading, takes, times, speed, performance, bit slow, lags, lag"
QuickBooks Enterprise,8,32,invoice | invoices | payment,"invoice, invoices, payment, credit, payments, invoicing, paid, bills, date, vendor"
QuickBooks Enterprise,15,31,log | security | user mode,"log, security, user mode, mode, login, multi user, roles, users, multi, password"
QuickBooks Enterprise,18,31,updates | update | upgrade,"updates, update, upgrade, upgrades, version, changes, bugs, release, updating, year"
QuickBooks Enterprise,13,30,support | customer | customer service,"support, customer, customer service, service, customer support, phone, chat, help, issue, issues"
QuickBooks Enterprise,22,29,based | internet | access,"based, internet, access, offline, internet connection, version, connection, data, storage, server"
QuickBooks Enterprise,14,26,bank | reconciliation | currency,"bank, reconciliation, currency, feeds, bank feeds, transactions, account, currencies, bank reconciliation, bank account"
QuickBooks Enterprise,20,25,inventory | orders | inventory management,"inventory, orders, inventory management, order, sales, management, items, purchase, vendor, item"
QuickBooks Enterprise,25,23,version | app | mobile,"version, app, mobile, mac, mobile app, windows, web, apps, functionality, computer"
QuickBooks Enterprise,19,21,learning | training | curve,"learning, training, curve, learning curve, learn, steep, steep learning, videos, takes"
QuickBooks Enterprise,35,19,transactions | transaction | delete,"transactions, transaction, delete, deleted, edit, undo, entries, mistake, option"
QuickBooks Enterprise,27,17,sync | save | data,"sync, save, data, syncing, backups, backup, saving, computer, lose, automatically"
QuickBooks Enterprise,16,16,integration | integrations | party,"integration, integrations, party, support, integrating, issues, products, years, integrate, applications"
QuickBooks Enterprise,23,13,love | enjoy | point,"love, enjoy, point, easy, sure, actually, going, let"
QuickBooks Enterprise,30,12,error | errors | glitches,"error, errors, glitches, bugs, issues, fix, error messages, correct, messages, glitchy"
QuickBooks Enterprise,29,11,journal | journal entries | ledger,"journal, journal entries, ledger, entries, journal entry, general ledger, general, entry, journals, posted"
QuickBooks Enterprise,38,11,categories | learn | certain,"categories, learn, certain, areas, simplified, understand"
QuickBooks Enterprise,32,10,month | entry | reconciling,"month, entry, reconciling, entries, dates, date, post, auto, description"
QuickBooks Enterprise,49,9,audit | trail | audit trail,"audit, trail, audit trail, changed, control, changes, deleted, logs"
QuickBooks Enterprise,17,8,customization | customizations | customize,"customization, customizations, customize, customizable, custom, options, customisation, customized, forms, technical"
QuickBooks Enterprise,52,8,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
QuickBooks Enterprise,21,7,search | searches | saved,"search, searches, saved, saved searches, fields, searching, saved search, search bar, word"
QuickBooks Enterprise,41,6,consolidation | entity | entities,"consolidation, entity, entities, companies, multiple entities, multiple, group, company, consolidate, subsidiary"
QuickBooks Enterprise,26,5,help | documentation | questions,"help, documentation, questions, section, helpful, answers, answer, articles, specific"
QuickBooks Enterprise,28,4,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
QuickBooks Enterprise,40,4,accounts | account | chart,"accounts, account, chart, sub, chart accounts, multiple, company, accounts payable, payable, linking"
QuickBooks Enterprise,50,4,printing | print | checks,"printing, print, checks, check, printed, memo, minimize, batch, order, information"
QuickBooks Enterprise,24,3,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
QuickBooks Enterprise,33,3,crm | integration | email,"crm, integration, email, marketing, mail, templates, outlook, employees, leads, emails"
QuickBooks Enterprise,36,3,tax | vat | revenue,"tax, vat, revenue, taxes, revenue recognition, year, recognition, report, return"
QuickBooks Enterprise,45,3,check | aging | ap ar,"check, aging, ap ar, vendor, bills, ar ap, module, printing"
QuickBooks Enterprise,6,2,accounting | bank | businesses,"accounting, bank, businesses, support, advanced, accounts, small, users"
QuickBooks Enterprise,7,2,learning | learning curve | curve,"learning, learning curve, curve, customer, feel, reports, accounting, new users, helpful, team"
QuickBooks Enterprise,31,2,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
QuickBooks Enterprise,46,2,inquiries | generic | data,"inquiries, generic, data, tables, inquiry, queries, pull data, pull, pulling, table"
QuickBooks Enterprise,47,2,import | csv | imports,"import, csv, imports, importing, file, data, error, upload, export, importing data"
QuickBooks Enterprise,48,2,country | english | terminology,"country, english, terminology, language, countries, consultants, versions, speak"
QuickBooks Enterprise,5,1,implementation | support | team,"implementation, support, team, training, challenging, fields, searches, setup, data, feel"
QuickBooks Enterprise,12,1,complex | integration | implementation,"complex, integration, implementation, systems, complexity, cost, premise, users, business, compared"
QuickBooks Enterprise,34,1,modules | add ons | ons,"modules, add ons, ons, module, additional, cost, bundle, additional modules, certain modules, expensive"
QuickBooks Enterprise,37,1,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
QuickBooks Enterprise,39,1,automation | reviews | reconciled,"automation, reviews, reconciled, automate, accurate, improve"
QuickBooks Enterprise,42,1,fixed | fixed asset | asset,"fixed, fixed asset, asset, asset module, module, fixed assets, prepaid, assets, asset management, depreciation"
QuickBooks Enterprise,43,1,manufacturing | construction | limitations,"manufacturing, construction, limitations, module, functionality, industries, scheduling, industry, development, specific"
QuickBooks Enterprise,57,1,dark | color | eyes,"dark, color, eyes, mode, light, text, option, little bit, customizable, green"
QuickBooks Enterprise,58,1,migration | migrating | conversion,"migration, migrating, conversion, transferring, com, premise, transfer, people, team, exit"
QuickBooks Online,0,552,version | accounting | enterprise,"version, accounting, enterprise, support, customer, quick, payroll, years, business"
QuickBooks Online,4,145,accounting | payroll | financial,"accounting, payroll, financial, accountant, expenses, expense, accountants, budget, functions, management"
QuickBooks Online,13,104,support | customer | customer service,"support, customer, customer service, service, customer support, phone, chat, help, issue, issues"
QuickBooks Online,2,102,say | issues | dont,"say, issues, dont, disliked, isn, major, encountered"
QuickBooks Online,3,100,cost | business | expensive,"cost, business, expensive, price, small, pricing, high, businesses, companies, users"
QuickBooks Online,1,93,reports | reporting | report,"reports, reporting, report, excel, custom, custom reports, data, financial, create, export"
QuickBooks Online,8,91,invoice | invoices | payment,"invoice, invoices, payment, credit, payments, invoicing, paid, bills, date, vendor"
QuickBooks Online,14,81,bank | reconciliation | currency,"bank, reconciliation, currency, feeds, bank feeds, transactions, account, currencies, bank reconciliation, bank account"
QuickBooks Online,11,62,slow | load | loading,"slow, load, loading, takes, times, speed, performance, bit slow, lags, lag"
QuickBooks Online,25,60,version | app | mobile,"version, app, mobile, mac, mobile app, windows, web, apps, functionality, computer"
QuickBooks Online,18,48,updates | update | upgrade,"updates, update, upgrade, upgrades, version, changes, bugs, release, updating, year"
QuickBooks Online,10,44,interface | navigate | friendly,"interface, navigate, friendly, user friendly, user interface, navigation, intuitive, outdated, layout"
QuickBooks Online,19,35,learning | training | curve,"learning, training, curve, learning curve, learn, steep, steep learning, videos, takes"
QuickBooks Online,16,30,integration | integrations | party,"integration, integrations, party, support, integrating, issues, products, years, integrate, applications"
QuickBooks Online,38,30,categories | learn | certain,"categories, learn, certain, areas, simplified, understand"
QuickBooks Online,23,26,love | enjoy | point,"love, enjoy, point, easy, sure, actually, going, let"
QuickBooks Online,20,23,inventory | orders | inventory management,"inventory, orders, inventory management, order, sales, management, items, purchase, vendor, item"
QuickBooks Online,15,22,log | security | user mode,"log, security, user mode, mode, login, multi user, roles, users, multi, password"
QuickBooks Online,40,22,accounts | account | chart,"accounts, account, chart, sub, chart accounts, multiple, company, accounts payable, payable, linking"
QuickBooks Online,28,21,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
QuickBooks Online,22,20,based | internet | access,"based, internet, access, offline, internet connection, version, connection, data, storage, server"
QuickBooks Online,17,18,customization | customizations | customize,"customization, customizations, customize, customizable, custom, options, customisation, customized, forms, technical"
QuickBooks Online,27,16,sync | save | data,"sync, save, data, syncing, backups, backup, saving, computer, lose, automatically"
QuickBooks Online,29,14,journal | journal entries | ledger,"journal, journal entries, ledger, entries, journal entry, general ledger, general, entry, journals, posted"
QuickBooks Online,21,13,search | searches | saved,"search, searches, saved, saved searches, fields, searching, saved search, search bar, word"
QuickBooks Online,26,13,help | documentation | questions,"help, documentation, questions, section, helpful, answers, answer, articles, specific"
QuickBooks Online,31,13,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
QuickBooks Online,30,12,error | errors | glitches,"error, errors, glitches, bugs, issues, fix, error messages, correct, messages, glitchy"
QuickBooks Online,35,12,transactions | transaction | delete,"transactions, transaction, delete, deleted, edit, undo, entries, mistake, option"
QuickBooks Online,36,12,tax | vat | revenue,"tax, vat, revenue, taxes, revenue recognition, year, recognition, report, return"
QuickBooks Online,41,10,consolidation | entity | entities,"consolidation, entity, entities, companies, multiple entities, multiple, group, company, consolidate, subsidiary"
QuickBooks Online,39,9,automation | reviews | reconciled,"automation, reviews, reconciled, automate, accurate, improve"
QuickBooks Online,24,8,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
QuickBooks Online,49,7,audit | trail | audit trail,"audit, trail, audit trail, changed, control, changes, deleted, logs"
QuickBooks Online,32,6,month | entry | reconciling,"month, entry, reconciling, entries, dates, date, post, auto, description"
QuickBooks Online,47,6,import | csv | imports,"import, csv, imports, importing, file, data, error, upload, export, importing data"
QuickBooks Online,48,6,country | english | terminology,"country, english, terminology, language, countries, consultants, versions, speak"
QuickBooks Online,56,6,say | opinion | dont,"say, opinion, dont, criticism, impressed, accross, reversal, pricy, noticeable, havent"
QuickBooks Online,37,5,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
QuickBooks Online,43,5,manufacturing | construction | limitations,"manufacturing, construction, limitations, module, functionality, industries, scheduling, industry, development, specific"
QuickBooks Online,46,4,inquiries | generic | data,"inquiries, generic, data, tables, inquiry, queries, pull data, pull, pulling, table"
QuickBooks Online,50,4,printing | print | checks,"printing, print, checks, check, printed, memo, minimize, batch, order, information"
QuickBooks Online,52,4,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
QuickBooks Online,12,3,complex | integration | implementation,"complex, integration, implementation, systems, complexity, cost, premise, users, business, compared"
QuickBooks Online,5,2,implementation | support | team,"implementation, support, team, training, challenging, fields, searches, setup, data, feel"
QuickBooks Online,34,2,modules | add ons | ons,"modules, add ons, ons, module, additional, cost, bundle, additional modules, certain modules, expensive"
QuickBooks Online,45,2,check | aging | ap ar,"check, aging, ap ar, vendor, bills, ar ap, module, printing"
QuickBooks Online,55,2,api | calls | apis,"api, calls, apis, documentation, access, limited, little bit, development, database, track"
QuickBooks Online,6,1,accounting | bank | businesses,"accounting, bank, businesses, support, advanced, accounts, small, users"
QuickBooks Online,7,1,learning | learning curve | curve,"learning, learning curve, curve, customer, feel, reports, accounting, new users, helpful, team"
QuickBooks Online,33,1,crm | integration | email,"crm, integration, email, marketing, mail, templates, outlook, employees, leads, emails"
QuickBooks Online,42,1,fixed | fixed asset | asset,"fixed, fixed asset, asset, asset module, module, fixed assets, prepaid, assets, asset management, depreciation"
QuickBooks Online,51,1,wms | robust | box,"wms, robust, box, order, nearly, license, locations, doesn, native, module"
QuickBooks Online,53,1,pos | aging | fifo,"pos, aging, fifo, costing, inbuilt, link, retail, doesnt"
QuickBooks Online,58,1,migration | migrating | conversion,"migration, migrating, conversion, transferring, com, premise, transfer, people, team, exit"
SAP S/4HANA Cloud,12,303,complex | integration | implementation,"complex, integration, implementation, systems, complexity, cost, premise, users, business, compared"
SAP S/4HANA Cloud,3,96,cost | business | expensive,"cost, business, expensive, price, small, pricing, high, businesses, companies, users"
SAP S/4HANA Cloud,2,71,say | issues | dont,"say, issues, dont, disliked, isn, major, encountered"
SAP S/4HANA Cloud,10,48,interface | navigate | friendly,"interface, navigate, friendly, user friendly, user interface, navigation, intuitive, outdated, layout"
SAP S/4HANA Cloud,24,39,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
SAP S/4HANA Cloud,11,37,slow | load | loading,"slow, load, loading, takes, times, speed, performance, bit slow, lags, lag"
SAP S/4HANA Cloud,17,35,customization | customizations | customize,"customization, customizations, customize, customizable, custom, options, customisation, customized, forms, technical"
SAP S/4HANA Cloud,19,32,learning | training | curve,"learning, training, curve, learning curve, learn, steep, steep learning, videos, takes"
SAP S/4HANA Cloud,22,27,based | internet | access,"based, internet, access, offline, internet connection, version, connection, data, storage, server"
SAP S/4HANA Cloud,16,19,integration | integrations | party,"integration, integrations, party, support, integrating, issues, products, years, integrate, applications"
SAP S/4HANA Cloud,18,15,updates | update | upgrade,"updates, update, upgrade, upgrades, version, changes, bugs, release, updating, year"
SAP S/4HANA Cloud,23,15,love | enjoy | point,"love, enjoy, point, easy, sure, actually, going, let"
SAP S/4HANA Cloud,1,12,reports | reporting | report,"reports, reporting, report, excel, custom, custom reports, data, financial, create, export"
SAP S/4HANA Cloud,58,11,migration | migrating | conversion,"migration, migrating, conversion, transferring, com, premise, transfer, people, team, exit"
SAP S/4HANA Cloud,26,10,help | documentation | questions,"help, documentation, questions, section, helpful, answers, answer, articles, specific"
SAP S/4HANA Cloud,15,9,log | security | user mode,"log, security, user mode, mode, login, multi user, roles, users, multi, password"
SAP S/4HANA Cloud,28,9,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
SAP S/4HANA Cloud,30,9,error | errors | glitches,"error, errors, glitches, bugs, issues, fix, error messages, correct, messages, glitchy"
SAP S/4HANA Cloud,38,8,categories | learn | certain,"categories, learn, certain, areas, simplified, understand"
SAP S/4HANA Cloud,46,8,inquiries | generic | data,"inquiries, generic, data, tables, inquiry, queries, pull data, pull, pulling, table"
SAP S/4HANA Cloud,20,7,inventory | orders | inventory management,"inventory, orders, inventory management, order, sales, management, items, purchase, vendor, item"
SAP S/4HANA Cloud,4,6,accounting | payroll | financial,"accounting, payroll, financial, accountant, expenses, expense, accountants, budget, functions, management"
SAP S/4HANA Cloud,35,6,transactions | transaction | delete,"transactions, transaction, delete, deleted, edit, undo, entries, mistake, option"
SAP S/4HANA Cloud,31,5,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
SAP S/4HANA Cloud,34,5,modules | add ons | ons,"modules, add ons, ons, module, additional, cost, bundle, additional modules, certain modules, expensive"
SAP S/4HANA Cloud,13,4,support | customer | customer service,"support, customer, customer service, service, customer support, phone, chat, help, issue, issues"
SAP S/4HANA Cloud,27,4,sync | save | data,"sync, save, data, syncing, backups, backup, saving, computer, lose, automatically"
SAP S/4HANA Cloud,37,4,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
SAP S/4HANA Cloud,8,3,invoice | invoices | payment,"invoice, invoices, payment, credit, payments, invoicing, paid, bills, date, vendor"
SAP S/4HANA Cloud,33,3,crm | integration | email,"crm, integration, email, marketing, mail, templates, outlook, employees, leads, emails"
SAP S/4HANA Cloud,39,3,automation | reviews | reconciled,"automation, reviews, reconciled, automate, accurate, improve"
SAP S/4HANA Cloud,14,2,bank | reconciliation | currency,"bank, reconciliation, currency, feeds, bank feeds, transactions, account, currencies, bank reconciliation, bank account"
SAP S/4HANA Cloud,21,2,search | searches | saved,"search, searches, saved, saved searches, fields, searching, saved search, search bar, word"
SAP S/4HANA Cloud,25,2,version | app | mobile,"version, app, mobile, mac, mobile app, windows, web, apps, functionality, computer"
SAP S/4HANA Cloud,42,2,fixed | fixed asset | asset,"fixed, fixed asset, asset, asset module, module, fixed assets, prepaid, assets, asset management, depreciation"
SAP S/4HANA Cloud,43,2,manufacturing | construction | limitations,"manufacturing, construction, limitations, module, functionality, industries, scheduling, industry, development, specific"
SAP S/4HANA Cloud,48,2,country | english | terminology,"country, english, terminology, language, countries, consultants, versions, speak"
SAP S/4HANA Cloud,52,2,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
SAP S/4HANA Cloud,49,1,audit | trail | audit trail,"audit, trail, audit trail, changed, control, changes, deleted, logs"
SAP S/4HANA Cloud,51,1,wms | robust | box,"wms, robust, box, order, nearly, license, locations, doesn, native, module"
SAP S/4HANA Cloud,53,1,pos | aging | fifo,"pos, aging, fifo, costing, inbuilt, link, retail, doesnt"
SAP S/4HANA Cloud,54,1,mrp | planning | wise,"mrp, planning, wise, capabilities, write, definitely improved, setup pretty, wizard, manage"
SAP S/4HANA Cloud,56,1,say | opinion | dont,"say, opinion, dont, criticism, impressed, accross, reversal, pricy, noticeable, havent"
Sage Intacct,7,416,learning | learning curve | curve,"learning, learning curve, curve, customer, feel, reports, accounting, new users, helpful, team"
Sage Intacct,1,237,reports | reporting | report,"reports, reporting, report, excel, custom, custom reports, data, financial, create, export"
Sage Intacct,8,132,invoice | invoices | payment,"invoice, invoices, payment, credit, payments, invoicing, paid, bills, date, vendor"
Sage Intacct,2,115,say | issues | dont,"say, issues, dont, disliked, isn, major, encountered"
Sage Intacct,10,74,interface | navigate | friendly,"interface, navigate, friendly, user friendly, user interface, navigation, intuitive, outdated, layout"
Sage Intacct,16,73,integration | integrations | party,"integration, integrations, party, support, integrating, issues, products, years, integrate, applications"
Sage Intacct,4,64,accounting | payroll | financial,"accounting, payroll, financial, accountant, expenses, expense, accountants, budget, functions, management"
Sage Intacct,3,57,cost | business | expensive,"cost, business, expensive, price, small, pricing, high, businesses, companies, users"
Sage Intacct,14,53,bank | reconciliation | currency,"bank, reconciliation, currency, feeds, bank feeds, transactions, account, currencies, bank reconciliation, bank account"
Sage Intacct,11,45,slow | load | loading,"slow, load, loading, takes, times, speed, performance, bit slow, lags, lag"
Sage Intacct,19,43,learning | training | curve,"learning, training, curve, learning curve, learn, steep, steep learning, videos, takes"
Sage Intacct,24,39,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
Sage Intacct,13,34,support | customer | customer service,"support, customer, customer service, service, customer support, phone, chat, help, issue, issues"
Sage Intacct,23,33,love | enjoy | point,"love, enjoy, point, easy, sure, actually, going, let"
Sage Intacct,15,31,log | security | user mode,"log, security, user mode, mode, login, multi user, roles, users, multi, password"
Sage Intacct,21,30,search | searches | saved,"search, searches, saved, saved searches, fields, searching, saved search, search bar, word"
Sage Intacct,29,29,journal | journal entries | ledger,"journal, journal entries, ledger, entries, journal entry, general ledger, general, entry, journals, posted"
Sage Intacct,35,29,transactions | transaction | delete,"transactions, transaction, delete, deleted, edit, undo, entries, mistake, option"
Sage Intacct,17,27,customization | customizations | customize,"customization, customizations, customize, customizable, custom, options, customisation, customized, forms, technical"
Sage Intacct,20,25,inventory | orders | inventory management,"inventory, orders, inventory management, order, sales, management, items, purchase, vendor, item"
Sage Intacct,30,25,error | errors | glitches,"error, errors, glitches, bugs, issues, fix, error messages, correct, messages, glitchy"
Sage Intacct,32,23,month | entry | reconciling,"month, entry, reconciling, entries, dates, date, post, auto, description"
Sage Intacct,26,21,help | documentation | questions,"help, documentation, questions, section, helpful, answers, answer, articles, specific"
Sage Intacct,38,21,categories | learn | certain,"categories, learn, certain, areas, simplified, understand"
Sage Intacct,41,21,consolidation | entity | entities,"consolidation, entity, entities, companies, multiple entities, multiple, group, company, consolidate, subsidiary"
Sage Intacct,42,21,fixed | fixed asset | asset,"fixed, fixed asset, asset, asset module, module, fixed assets, prepaid, assets, asset management, depreciation"
Sage Intacct,45,21,check | aging | ap ar,"check, aging, ap ar, vendor, bills, ar ap, module, printing"
Sage Intacct,34,20,modules | add ons | ons,"modules, add ons, ons, module, additional, cost, bundle, additional modules, certain modules, expensive"
Sage Intacct,31,17,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
Sage Intacct,27,16,sync | save | data,"sync, save, data, syncing, backups, backup, saving, computer, lose, automatically"
Sage Intacct,52,16,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
Sage Intacct,18,14,updates | update | upgrade,"updates, update, upgrade, upgrades, version, changes, bugs, release, updating, year"
Sage Intacct,28,14,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
Sage Intacct,47,12,import | csv | imports,"import, csv, imports, importing, file, data, error, upload, export, importing data"
Sage Intacct,0,11,version | accounting | enterprise,"version, accounting, enterprise, support, customer, quick, payroll, years, business"
Sage Intacct,40,11,accounts | account | chart,"accounts, account, chart, sub, chart accounts, multiple, company, accounts payable, payable, linking"
Sage Intacct,36,10,tax | vat | revenue,"tax, vat, revenue, taxes, revenue recognition, year, recognition, report, return"
Sage Intacct,25,9,version | app | mobile,"version, app, mobile, mac, mobile app, windows, web, apps, functionality, computer"
Sage Intacct,49,9,audit | trail | audit trail,"audit, trail, audit trail, changed, control, changes, deleted, logs"
Sage Intacct,46,8,inquiries | generic | data,"inquiries, generic, data, tables, inquiry, queries, pull data, pull, pulling, table"
Sage Intacct,37,7,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
Sage Intacct,22,5,based | internet | access,"based, internet, access, offline, internet connection, version, connection, data, storage, server"
Sage Intacct,39,5,automation | reviews | reconciled,"automation, reviews, reconciled, automate, accurate, improve"
Sage Intacct,53,5,pos | aging | fifo,"pos, aging, fifo, costing, inbuilt, link, retail, doesnt"
Sage Intacct,48,4,country | english | terminology,"country, english, terminology, language, countries, consultants, versions, speak"
Sage Intacct,55,4,api | calls | apis,"api, calls, apis, documentation, access, limited, little bit, development, database, track"
Sage Intacct,58,4,migration | migrating | conversion,"migration, migrating, conversion, transferring, com, premise, transfer, people, team, exit"
Sage Intacct,50,3,printing | print | checks,"printing, print, checks, check, printed, memo, minimize, batch, order, information"
Sage Intacct,56,3,say | opinion | dont,"say, opinion, dont, criticism, impressed, accross, reversal, pricy, noticeable, havent"
Sage Intacct,57,3,dark | color | eyes,"dark, color, eyes, mode, light, text, option, little bit, customizable, green"
Sage Intacct,5,2,implementation | support | team,"implementation, support, team, training, challenging, fields, searches, setup, data, feel"
Sage Intacct,33,2,crm | integration | email,"crm, integration, email, marketing, mail, templates, outlook, employees, leads, emails"
Sage Intacct,12,1,complex | integration | implementation,"complex, integration, implementation, systems, complexity, cost, premise, users, business, compared"
Workday Financial Management,4,44,accounting | payroll | financial,"accounting, payroll, financial, accountant, expenses, expense, accountants, budget, functions, management"
Workday Financial Management,10,32,interface | navigate | friendly,"interface, navigate, friendly, user friendly, user interface, navigation, intuitive, outdated, layout"
Workday Financial Management,2,19,say | issues | dont,"say, issues, dont, disliked, isn, major, encountered"
Workday Financial Management,15,13,log | security | user mode,"log, security, user mode, mode, login, multi user, roles, users, multi, password"
Workday Financial Management,11,12,slow | load | loading,"slow, load, loading, takes, times, speed, performance, bit slow, lags, lag"
Workday Financial Management,1,11,reports | reporting | report,"reports, reporting, report, excel, custom, custom reports, data, financial, create, export"
Workday Financial Management,21,11,search | searches | saved,"search, searches, saved, saved searches, fields, searching, saved search, search bar, word"
Workday Financial Management,17,7,customization | customizations | customize,"customization, customizations, customize, customizable, custom, options, customisation, customized, forms, technical"
Workday Financial Management,24,7,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
Workday Financial Management,19,6,learning | training | curve,"learning, training, curve, learning curve, learn, steep, steep learning, videos, takes"
Workday Financial Management,30,6,error | errors | glitches,"error, errors, glitches, bugs, issues, fix, error messages, correct, messages, glitchy"
Workday Financial Management,3,4,cost | business | expensive,"cost, business, expensive, price, small, pricing, high, businesses, companies, users"
Workday Financial Management,31,4,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
Workday Financial Management,38,4,categories | learn | certain,"categories, learn, certain, areas, simplified, understand"
Workday Financial Management,13,3,support | customer | customer service,"support, customer, customer service, service, customer support, phone, chat, help, issue, issues"
Workday Financial Management,18,3,updates | update | upgrade,"updates, update, upgrade, upgrades, version, changes, bugs, release, updating, year"
